Author,Section,Question,Answer
Raw Text,3.4.1,What does Laplace smoothing apply to?,unigram probabilities
Raw Text,3.4.1,What is Laplace smoothing's alternate name?,add-one smoothing
Raw Text,3.4.1,What do we need to adjust the denominator to take into account?,the extra Y observations
Raw Text,3.4.1,What happens to our P values if we don't do?,increase the denominator
Raw Text,3.4.1,How does a smoothing algorithm affect the numerator?,by defining an adjusted count c*
Raw Text,3.4.1,What is the adjusted count c* easier to compare with?,MLE counts
Raw Text,3.4.1,What is lowering some non-zero counts in order to get the probability mass that will be assigned to the zero counts?,discounting
Raw Text,3.4.1,What is the ratio of the discounted counts to the original counts?,relative discount d
Raw Text,3.4.1,What do we smooth now that we have the intuition for the unigram case?,Berkeley Restaurant Project bigrams
Raw Text,3.4.1,What shows the add-one smoothed counts for the bigrams in Fig. 3.1?,Figure 3.5
Raw Text,3.4.1,What shows the add-one smoothed counts for the bigrams in Fig. 3.1?,Figure 3.5
Raw Text,3.4.1,What shows the add-one smoothed probabilities for the bigrams in Fig. 3.2?,Figure 3.6
Raw Text,3.4.1,Figure 3.6 shows the add-one smoothed probabilities for the bigrams in Fig. what?,3.2
Raw Text,3.4.1,How are normal bigram probabilities computed?,by normalizing each row of counts by the unigram count
Raw Text,3.4.1,What is the number of total word types in the vocabulary?,V
Raw Text,3.4.1,What is the number of times a smoothing algorithm has changed the original counts?,3.6
Raw Text,3.4.1,How can we see how much a smoothing algorithm has changed the original counts?,reconstruct the count matrix
Raw Text,3.4.1,How can adjusted counts be computed?,Eq. 3.24
Raw Text,3.4.1,How much a smoothing algorithm has changed the original counts?,3.24
Raw Text,3.4.1,What shows the reconstructed counts?,Figure 3.7
Raw Text,3.4.1,What smoothing algorithm has made a very big change to the counts?,add-one
Raw Text,3.4.1,What changed from 609 to 238?,C(want to)
Raw Text,3.4.1,P(to|want) decreases from what in the unsmoothed case to.26 in the smoothed case?,.66
Raw Text,3.4.1,What is the discount for the bigram want to?,.39
Raw Text,3.4.1,Why does the sharp change in counts and probabilities occur?,because too much probability mass is moved to all the zeros
Raw Text,3.4.2,What is one alternative to add-one smoothing?,move a bit less of the probability mass
Raw Text,3.4.2,What does add-k smoothing add instead of adding I to each count?,fractional count k
Raw Text,3.4.2,What is the fractional count k?,.01
Raw Text,3.4.2,What is the fractional count k?,.01
Raw Text,3.4.2,What is a fractional count k called?,add-k smoothing
Raw Text,3.4.2,What does add-k smoothing require?,a method for choosing k
Raw Text,3.4.2,Add-k smoothing doesn't work well for what?,language modeling
Raw Text,3.4.3,The discounting we have been discussing so far can help solve the problem of what?,zero frequency n-grams
Raw Text,3.4.3,What can we draw on to solve the problem of zero frequency n-grams?,additional source of knowledge
Raw Text,3.4.3,What can we estimate the probability of a trigram if we have no examples of it?,bigram probability
Raw Text,3.4.3,"If we don't have counts to compute the bigram probability, what can we look to?",unigram probability
Raw Text,3.4.3,What does using less context help to generalize more for?,contexts that the model hasn't learned much about
Raw Text,3.4.3,How many ways are there to use this n-gram hierarchy?,two
Raw Text,3.4.3,What does backoff use if the evidence is sufficient?,trigram
Raw Text,3.4.3,What do we back off to if we have zero evidence for a higher-order n-gram?,lower-order n-gram
Raw Text,3.4.3,In what method do we always mix the probability estimates from all the n-gram estimators?,interpolation
Raw Text,3.4.3,How do we combine different order n-grams?,linearly interpolating all the models
Raw Text,3.4.3,How do we estimate the trigram probability?,"by mixing together the unigram, bigram, and trigram probabilities"
Raw Text,3.4.3,How is each weight computed in a slightly more sophisticated version of linear interpolation?,by conditioning on the context
Raw Text,3.4.3,"If we have particularly accurate counts for a particular bigram, we assume that what will be more trustworthy?",the counts of the trigrams based on this bigram
Raw Text,3.4.3,What shows the equation for interpolation with context-conditioned weights?,Equation 3.28
Raw Text,3.4.3,What are the simple interpolation and conditional interpolation lambdas learned from?,held-out corpus
Raw Text,3.4.3,What is an additional training corpus that we use to set hyperparameters like these lambda values?,A held-out corpus
Raw Text,3.4.3,What do we fix in a held-out corpus?,n-gram probabilities
Raw Text,3.4.3,"When plugged into Eq. 3.28, what gives us the highest probability of the held-out set?",3.26
Raw Text,3.4.3,How many ways are there to find the optimal set of lambdas?,various
Raw Text,3.4.3,What is an iterative learning algorithm that converges on locally optimal lambdas?,EM algorithm
Raw Text,3.4.3,How do we approximate a n-gram if it has zero counts?,by backing off to the (N-1)-gram
Raw Text,3.4.3,When do we continue backing off to the (N-1)-gram?,until we reach a history that has some counts
Raw Text,3.4.3,"In order for a backoff model to give a correct probability distribution, we have to discount the higher-order n-grams to save",lower order n-grams
Raw Text,3.4.3,What smoothing method is used when the higher-order n-grams aren't discounted?,add-one
Raw Text,3.4.3,What is the name of the function that distributes the probability mass to the lower order n-grams?,n
Raw Text,3.4.3,What is a backoff with discounting called?,Katz backoff
Raw Text,3.4.3,What is a backoff with discounting called?,Katz backoff
Raw Text,3.4.3,What do we recursively back off to for the shorter-history (N-1)-gram?,Katz probability
Raw Text,3.4.3,What smoothing method is often combined with Katz backoff?,Good-Turing
Raw Text,3.4.3,What backoff algorithm involves quite detailed computation for estimating the Good-Turing smoothing and the P* and alpha values?,Good-Turing
Raw Text,3.5,What is one of the most commonly used and best performing n-gram smoothing methods?,interpolated Kneser-Ney algorithm
Raw Text,3.5,What is the Kneser-Ney method called?,absolute discounting
Raw Text,3.5,Why is discounting the counts for frequent n-grams necessary?,to save some probability mass
Raw Text,3.5,Who wrote a clever idea for the Kneser-Ney algorithm?,Church and Gale
Raw Text,3.5,What does an n-gram have?,count 4
Raw Text,3.5,How do we discount an n-gram that has count 4?,by some amount
Raw Text,3.5,How much should we discount an n-gram that has count 4?,how much
Raw Text,3.5,Church and Gale's clever idea was to look at a held-out corpus and see what the count is for all those bigrams,count 4
Raw Text,3.5,Church and Gale computed a bigram grammar from how many words of AP newswire?,22 million
Raw Text,3.5,How many times did a bigram occur in the next 22 million words?,3.23
Raw Text,3.5,What shows the counts for bigrams with c from 0 to 9?,Fig. 3.8
Raw Text,3.5,Church and Gale's Fig. 3.8 shows the counts for bigrams with what count?,c from 0 to 9
Raw Text,3.5,What figure shows that all the other bigram counts in the held-out set could be estimated pretty well by just subtracting 0.75 from the count in,Fig. 3.8
Raw Text,3.5,How many bigram counts could be estimated pretty well by subtracting from the count in the training set?,0.75
Raw Text,3.5,What formalizes this intuition by subtracting a fixed (absolute) discount d from each count?,Absolute discounting
Raw Text,3.5,What will not affect the very high counts?,a small discount d
Raw Text,3.5,What will a small discount d mainly modify?,smaller counts
Raw Text,3.5,Fig. 3.8 suggests that in practice this discount is actually a good one for bigrams with what counts?,counts 2 through 9
Raw Text,3.5,What is the second term in the equation for interpolated absolute discounting applied to bigrams?,unigram with an interpolation weight lambda
Raw Text,3.5,What is the discount value for bigrams with counts of 1?,0.5
Raw Text,3.5,What augments absolute discounting with a more sophisticated way to handle the lower-order unigram distribution?,Kneser-Ney discounting
Raw Text,3.5,What is the job of Kneser-Ney discounting?,predicting the next word
Raw Text,3.5,"What word is more likely to follow the word ""I can't see without my reading""?",glasses
Raw Text,3.5,"What is a very frequent word in the word ""glasses""?",Hong Kong
Raw Text,3.5,What will assign Kong a higher probability than glasses?,A standard unigram model
Raw Text,3.5,What phrase is Kong mainly frequent in?,Hong Kong
Raw Text,3.5,What word has a much wider distribution than Kong?,glasses
Raw Text,3.5,"What answers the question ""How likely is w?""",P(w)
Raw Text,3.5,How likely is w to appear as a new unseen context?,novel
Raw Text,3.5,How likely is w to appear as a new unseen context?,novel
Raw Text,3.5,What is the Kneser-Ney intuition based on?,the number of bigram types it completes
Raw Text,3.5,When was every bigram type a novel continuation?,the first time it was seen
Raw Text,3.5,We hypothesize that words that have appeared in what number of contexts in the past are more likely to appear in some new context as well?,more
Raw Text,3.5,What do we normalize to turn this count into a probability?,the total number of word bigram types
Raw Text,3.5,What is normalized by the number of words preceding all words?,the number of word types seen to precede w
Raw Text,3.5,How many contexts does a frequent word (Kong) occur in?,one
Raw Text,3.5,What is the final equation for Interpolated Kneser-Ney smoothing for bigrams?,3.35
Raw Text,3.5,What is the lambda?,normalizing constant
Raw Text,3.5,What is the first term of the normalized discount?,d
Raw Text,3.5,What is the second term in the equation for Kneser-Ney smoothing for bigrams?,number of word types that can follow wi-1
Raw Text,3.5,"What is the highest-order n-gram being interpolated if we are interpolating trigram, bigram, and unigram",trigram
Raw Text,3.5,What is the number of unique single word contexts?,The continuation count
Raw Text,3.5,What parameter is the empty string in the uniform distribution?,epsilon
Raw Text,3.5,What word is included as a regular vocabulary entry with count zero?,UNK>
Raw Text,3.5,Who wrote the best performing version of Kneser-Ney smoothing?,Chen and Goodman
Raw Text,3.5,What are the three different discounts used in modified Kneser-Ney smoothing?,"d1, d2 and d3+"
Raw Text,3.5,Who published a study on modified Kneser-Ney smoothing in 2013?,Heafield et al.
Raw Text,3.5,In what year did Heafield et al. publish their work on modified Kneser-Ney smoothing?,2013
Raw Text,3.6,What can be used to build large language models?,enormous collections
Raw Text,3.6,How many words are in the Web 1 Trillion 5-gram corpus?,"1,024,908,267,229"
Raw Text,3.6,How many tokens of n-grams are in Google Books Ngrams corpora?,800 billion
Raw Text,3.6,How many words are in the COCA corpus of American English?,1 billion
Raw Text,3.6,What is a balanced corpora?,COCA
Raw Text,3.6,What considerations are important when building language models that use large sets of n-grams?,Efficiency
Raw Text,3.6,How is each word represented in memory?,a 64-bit hash number
Raw Text,3.6,How are probabilities quantized?,4-8 bits
Raw Text,3.6,How can n-grams be shrunk?,pruning
Raw Text,3.6,What is a technique used to build approximate language models?,Bloom filters
Raw Text,3.6,When did Church and Osborne use Bloom filters?,2007
Raw Text,3.6,What efficient language model toolkit uses sorted arrays?,KenLM
Raw Text,3.6,What do efficient language model toolkits use?,sorted arrays
Raw Text,3.6,What does KenLM use to efficiently build the probability tables in a minimal number of passes through a large corpus?,merge sorts
Raw Text,3.6,What is used to build web-scale language models?,Kneser-Ney smoothing
Raw Text,3.6,What may be sufficient with very large language models?,a much simpler algorithm
Raw Text,3.6,What algorithm gives up the idea of trying to make the language model a true probability distribution?,stupid backoff
Raw Text,3.6,What gives up the idea of trying to make the language model a true probability distribution?,Stupid backoff
Raw Text,3.6,What does stupid backoff not do to the higher-order probabilities?,discounting
Raw Text,3.6,"If a higher-order probability has a zero count, we simply backoff to a lower-order probability, weighed by a fixed",n-gram
Raw Text,3.6,What does stupid backoff not produce?,probability distribution
Raw Text,3.6,Where does the backoff terminate?,unigram
Raw Text,3.6,What value worked well for lambda?,0.4
Raw Text,3.6,What language model did Brants et al. find that a value of 0.4 worked well for?,lambda
Raw Text,3.7,What was introduced in Section 3.2.1 as a way to evaluate n-gram models on a test set?,perplexity
Raw Text,3.7,What does a better n-gram model assign to the test data?,higher probability
Raw Text,3.7,What does the perplexity measure originate from?,information-theoretic concept of cross-entropy
Raw Text,3.7,What is the relationship between perplexity and the information-theoretic concept of cross-entropy?,entropy
Raw Text,3.7,What is a measure of information?,Entropy
Raw Text,3.7,What is the entropy of the random variable X called?,p(x)
Raw Text,3.7,"In principle, the log can be computed in what?",any base
Raw Text,3.7,What is the resulting value of entropy measured in if we use log base 2?,bits
Raw Text,3.7,What is an intuitive way to think about entropy?,lower bound on the number of bits it would take to encode a certain decision or piece of information in the optimal coding scheme
Raw Text,3.7,Who wrote a standard information theory textbook in 1991?,Cover and Thomas
Raw Text,3.7,Why would we want to send a short message to the bookie to tell him which of the eight horses to bet on?,it is too far to go all the way to Yonkers Racetrack
Raw Text,3.7,What is the binary representation of the horse's number?,888
Raw Text,3.7,How many bits is each horse coded with?,3 bits
Raw Text,3.7,What is the question of entropy?,Can we do better
Raw Text,3.7,What does the spread represent?,the prior probability of each horse
Raw Text,3.7,What random variable gives us a lower bound on the number of bits?,X
Raw Text,3.7,"A code that averages what bit per race can be built with short encodings for more probable horses, and longer encodings for less",2 bits
Raw Text,3.7,What are the remaining horses in a code?,10
Raw Text,3.7,What if the horses are what?,equally likely
Raw Text,3.7,How many bits did each horse take to code?,3
Raw Text,3.7,What is the same as the entropy of a binary code?,entropy
Raw Text,3.7,What is the probability of each horse in an equal-length binary code?,1/8
Raw Text,3.7,What is the entropy of the choice of horses?,3 bits
Raw Text,3.7,Until now we have been computing the entropy of what?,single variable
Raw Text,3.7,What is most of what we will use entropy for?,sequences
Raw Text,3.7,For what is the entropy of some sequence of words used?,a grammar
Raw Text,3.7,What is one way to compute the entropy of some sequence of words?,variable that ranges over sequences of words
Raw Text,3.7,What is the entropy rate?,per-word entropy
Raw Text,3.7,"To measure the true entropy of a language, we need to consider sequences of what length?",infinite length
Raw Text,3.7,"What theorem states that if the language is regular in certain ways (to be exact, if it is both stationary and ergo",Shannon-McMillan-Breiman theorem
Raw Text,3.7,What is the Shannon-McMillan-Breiman theorem?,a single sequence that is long enough
Raw Text,3.7,What is the intuition of the Shannon-McMillan-Breiman theorem?,Shannon-McMillan-Breiman theorem
Raw Text,3.7,What is said to be stationary if the probabilities it assigns to a sequence are invariant with respect to shifts in the time index,A stochastic process
Raw Text,3.7,What is the same for words at time t as the probability distribution at time t+1?,probability distribution
Raw Text,3.7,What models are stationary?,Markov models
Raw Text,3.7,What is dependent only on Pi-1 in a bigram?,Pi
Raw Text,3.7,"If we shift our time index by x, what is still dependent on Pi+x-1?",Pi+x
Raw Text,3.7,"What is not stationary, since the probability of upcoming words can be dependent on events that were arbitrarily distant and time dependent?",natural language
Raw Text,3.7,What do our statistical models give to the correct distributions and entropies of natural language?,approximation
Raw Text,3.7,How can we compute the entropy of some stochastic process?,by taking a very long sample of the output and computing its average log probability
Raw Text,3.7,What does the Shannon-McMillan-Breiman theorem introduce?,cross-entropy
Raw Text,3.7,When is the cross-entropy useful?,when we don't know the actual probability distribution p
Raw Text,3.7,What is a model of p?,m
Raw Text,3.7,How is the cross-entropy of m on p defined?,"by drawing sequences according to the probability distribution p, but summing the log of their probabilities according to m"
Raw Text,3.7,What is an upper bound on the entropy H(p)?,"H(p,m)"
Raw Text,3.7,What can we use a simplified model m to help estimate the true entropy of?,a sequence of symbols drawn according to probability y
Raw Text,3.7,"The more accurate m is, the closer what is the cross-entropy H(p, m) to the true entropy",closer
Raw Text,3.7,What is a measure of how accurate a model is?,"H(p, m) and H(p)"
Raw Text,3.7,What are the two models with the lowest cross-entropy?,m1 and m2
Raw Text,3.7,The cross-entropy can never be lower than what?,true entropy
Raw Text,3.7,What is the relation between cross-entropy and cross-entropy?,perplexity
Raw Text,3.7,"In Eq. 3, what is the relation between perplexity and cross-entropy?",3.49
Raw Text,3.7,The length of the observed word sequence goes to what?,infinity
Raw Text,3.7,What will we need to estimate the cross-entropy?,an approximation
Raw Text,3.7,The perplexity of a model P on a sequence of words W is now formally defined as what?,exp
Raw Text,4.0,What lies at the heart of both human and machine intelligence?,Classification
Raw Text,4.0,What is one example of assigning a category to an input?,assigning grades
Raw Text,4.0,"Who imagined classifying animals into suckling pigs, mermaids, mermaids and stray dogs?",Jorge Luis Borges
Raw Text,4.0,What type of tasks involve classification?,language processing tasks
Raw Text,4.0,What is text categorization?,assigning a label or category to an entire text or document
Raw Text,4.0,What is the extraction of positive or negative orientation that a writer expresses toward some object?,sentiment analysis
Raw Text,4.0,What does an editorial or political text express sentiment toward?,a candidate or political action
Raw Text,4.0,What type of cues do the words of a review provide?,excellent
Raw Text,4.0,What types of reviews provide cues for sentiment analysis?,positive and negative
Raw Text,4.0,What are two examples of cues from positive and negative reviews of movies and restaurants?,awful and ridiculously
Raw Text,4.0,What is another important commercial application?,Spam detection
Raw Text,4.0,What can be used to perform the binary classification task of assigning an email to one of the two classes spam or not-spam?,Many lexical and other features
Raw Text,4.0,What phrases might you be suspicious of an email containing?,"""online pharmaceutical"" or ""WITHOUT ANY COST"" or ""Dear Winner"""
Raw Text,4.0,What is another thing we might want to know about a text?,the language it's written in
Raw Text,4.0,Texts on what can be in any number of languages?,social media
Raw Text,4.0,What is the first step in most language processing pipelines?,language id
Raw Text,4.0,What is determining a text's author?,authorship attribution
Raw Text,4.0,What is one of the oldest tasks in text classification?,assigning a library subject category or topic label
Raw Text,4.0,What is an important component of information retrieval?,epidemiology
Raw Text,4.0,What does MeSH stand for?,Medical Subject Headings
Raw Text,4.0,When was the naive Bayes algorithm invented?,1961
Raw Text,4.0,Classification is essential for what?,tasks below the level of the document
Raw Text,4.0,What is deciding if a character should be a word boundary?,word tokenization
Raw Text,4.0,Even language modeling can be viewed as what?,classification
Raw Text,4.0,What is the goal of classification?,"to take a single observation, extract some useful features, and thereby classify the observation into one of a set of discrete classes"
Raw Text,4.0,What is one method for classifying text?,handwritten rules
Raw Text,4.0,What constitutes a state-of-the-art system?,handwritten rule-based classifiers
Raw Text,4.0,Why are handwritten rules fragile?,humans aren't necessarily good at coming up with the rules
Raw Text,4.0,How are most cases of classification in language processing done?,supervised machine learning
Raw Text,4.0,"What is the term for a data set of input observations, each associated with some correct output?",supervised learning
Raw Text,4.0,What is the goal of supervised learning?,learn how to map from a new observation to a correct output
Raw Text,4.0,"What type of classification is to take input x and a fixed set of output classes Y=y1,y2,...,yM and return",supervised
Raw Text,4.0,What class does supervised classification use instead of y?,c
Raw Text,4.0,What is the training set of in supervised classification?,N documents
Raw Text,4.0,What tells us the probability of the observation being in the class?,probabilistic classifier
Raw Text,4.0,What can be useful when combining systems?,making discrete decisions early on
Raw Text,4.0,What is used to build classifiers?,machine learning algorithms
Raw Text,4.0,What machine learning algorithm is introduced in this chapter?,naive Bayes
Raw Text,4.0,How many ways of doing classification do naive Bayes and logistic regression exemplify?,two
Raw Text,4.0,What type of classifiers build a model of how a class could generate some input data?,Generative classifiers
Raw Text,4.0,What do Generative classifiers return given an observation?,the class most likely to have generated the observation
Raw Text,4.0,What type of classifier learns what features from the input are most useful to discriminate between the different possible classes?,Discriminative classifiers
Raw Text,4.0,What type of classifiers still have a role in supervised classification?,generative classifiers
Raw Text,4.1,What is the multinomial Bayes classifier called?,naive
Raw Text,4.1,Where is the intuition of the naive Bayes classifier shown?,Fig. 4.1
Raw Text,4.1,What is the intuition of the naive Bayes classifier shown in Fig. 4.1?,4.1
Raw Text,4.1,What does the classifier represent a text document as if it were?,a bag-of-words
Raw Text,4.1,What is one example of a naive Bayes classifier?,I love this movie
Raw Text,4.1,What type of classifier is naive Bayes?,probabilistic
Raw Text,4.1,Who first applied Bayesian inference to text classification?,Mosteller and Wallace
Raw Text,4.1,What is the intuition of Bayesian classification?,to transform Eq. 4.1
Raw Text,4.1,What does Bayes' rule transform Eq. 4.1 into?,other probabilities
Raw Text,4.1,How many other probabilities can a conditional probability P(x|y) be broken down into?,three
Raw Text,4.1,What can we do by dropping the denominator P(d)?,simplify
Raw Text,4.1,How can we simplify Eq. 4.3?,dropping the denominator
Raw Text,4.1,How can we simplify Eq. 4.3 by dropping the denominator P(d)?,computing Eq. 4.3
Raw Text,4.1,What is the denominator for Eq. 4.3?,4.3
Raw Text,4.1,How does P(d) change for each class?,P(d) doesn't change for each class
Raw Text,4.1,What can we choose to simplify Eq. 4.3 by dropping the denominator P(d)?,the class that maximizes this simpler formula
Raw Text,4.1,What is Naive Bayes called?,generative model
Raw Text,4.1,What could we imagine generating by following the generative model?,artificial documents
Raw Text,4.1,In what chapter will we discuss the intuition of generative models?,Chapter 5
Raw Text,4.1,What are the two probabilities that determine the most probable class c given some document d?,the prior probability of the class P(c) and the likelihood of the document P(d|c)
Raw Text,4.1,"Without some simplifying assumptions, estimating the probability of every possible combination of features would require what?",huge numbers of parameters and impossibly large training sets
Raw Text,4.1,What makes two simplifying assumptions?,Naive Bayes classifiers
Raw Text,4.1,What is the first simplifying assumption of naive Bayes classifiers?,the bag of words assumption
Raw Text,4.1,What do we assume the features only encode?,encode word identity and not position
Raw Text,4.1,What is the naive Bayes assumption?,conditional independence assumption
Raw Text,4.1,How do we apply the naive Bayes classifier to text?,by simply walking an index through every word position in the document
Raw Text,4.1,Why are naive Bayes calculations done in log space?,increase speed
Raw Text,4.1,Where do naive Bayes calculations take place?,log space
Raw Text,4.1,What is the name of the naive Bayes calculation that computes the predicted class as a linear function of input features?,4.10
Raw Text,4.1,What are classifiers that use a linear combination of inputs to make a classification decision called?,linear classifiers
Raw Text,4.2,What probabilities can we learn?,P(c) and P(fi|c)
Raw Text,4.2,What are the probabilities P(c) and P(fi|c)?,maximum likelihood estimate
Raw Text,4.2,What do we use to estimate the maximum likelihood?,frequencies in the data
Raw Text,4.2,What is the probability P(fi|c)?,"P(w, c)"
Raw Text,4.2,What is used to give a maximum likelihood estimate of the probability?,the frequency of wi
Raw Text,4.2,What is a problem with the maximum likelihood estimate?,maximum likelihood training
Raw Text,4.2,"What is the problem with estimating the probability of the word ""fantastic"" given class positive?","suppose there are no training documents that both contain the word ""fantastic"" and are classified as positive"
Raw Text,4.2,"How does the word ""fantastic"" happen in a negative class?",sarcastically
Raw Text,4.2,"What class does the word ""fantastic"" occur in?",negative
Raw Text,4.2,"What is the probability for the word ""fantastic"" in a negative class?",zero
Raw Text,4.2,What naively multiplies all the feature likelihoods together?,naive Bayes
Raw Text,4.2,What is Laplace smoothing?,add-one
Raw Text,4.2,What is usually replaced by more sophisticated smoothing algorithms in language modeling?,Laplace smoothing
Raw Text,4.2,What does the vocabulary V consist of?,all the word types in all classes
Raw Text,4.2,Why are words not in our vocabulary at all?,they did not occur in any training document in any class
Raw Text,4.2,What is the solution for unknown words that are not in our vocabulary at all because they did not occur in any training document in any class?,ignore them
Raw Text,4.2,"What are very frequent words like ""the"" and ""a""?",stop words
Raw Text,4.2,How can some systems completely ignore stop words?,"by sorting the vocabulary by frequency in the training set, and defining the top 10-100 vocabulary entries as stop words"
Raw Text,4.2,What is removed from both training and test documents as if they had never occurred?,stop words
Raw Text,4.2,"In most text classification applications, what is more common than using a stop word list?",make use of the entire vocabulary and not use a stop word list
Raw Text,4.4,Standard naive Bayes text classification can work well for what?,sentiment analysis
Raw Text,4.4,What seems to matter more than its frequency?,whether a word occurs or not
Raw Text,4.4,How many words are clipped in each document?,1
Raw Text,4.4,What is the variant of naive Bayes called?,binary multinomial naive Bayes
Raw Text,4.4,What does binary multinomial naive Bayes use?,Eq. 4.10
Raw Text,4.4,What does binary multinomial naive Bayes do for each document?,remove all duplicate words
Raw Text,4.4,What shows an example in which a set of four documents (shortened and text-normalized for this example) are remapped to binary?,Fig. 4.3
Raw Text,4.4,What shows an example in which a set of four documents (shortened and text-normalized for this example) are remapped to binary?,Fig. 4.3
Raw Text,4.4,Why is the example worked without add-1 smoothing?,make the differences clearer
Raw Text,4.4,The word great has a count of how many even for Binary NB?,2
Raw Text,4.4,What is another important addition commonly made when doing text classification for sentiment?,negation
Raw Text,4.4,"What is the meaning of ""I really like this movie""?",positive
Raw Text,4.4,"What is the difference between ""I really like this movie"" and ""I didn't like this movie""?",negative
Raw Text,4.4,What completely alters the inferences we draw from the predicate like?,negation
Raw Text,4.4,Negation can modify what word to produce a positive review?,negative
Raw Text,4.4,What prefix is prepended to every word after a token of logical negation?,NOT_
Raw Text,4.4,"What phrase becomes ""didn't NOT_like NOT_this NOT_movie, but I""?","""didn't like this movie, but I"""
Raw Text,4.4,"Newly formed words like NOT_like, NOT_recommend will occur more often in what type of documents?",negative
Raw Text,4.4,When will we return to the use of parsing to deal more accurately with the scope relationship between negation words and the predicates they modify?,Chapter 16
Raw Text,4.4,What do naive Bayes classifiers estimate?,positive and negative sentiment
Raw Text,4.4,What are lists of words that are pre-annotated with positive or negative sentiment?,sentiment lexicons
Raw Text,4.4,Who created the MPQA Subjectivity Lexicon?,"Wilson et al., 2005"
Raw Text,4.4,How many words does the MPQA subjectivity lexicon have?,6885
Raw Text,4.4,What is a common way to use lexicons in a naive Bayes classifier?,add a feature that is counted whenever a word from that lexicon occurs
Raw Text,4.4,What is a feature that is counted whenever a word from a lexicon occurs?,this word occurs in the positive lexicon
Raw Text,4.4,What is a feature that is counted whenever a word from a lexicon occurs?,this word occurs in the negative lexicon
Raw Text,4.4,How many features won't work in a naive Bayes classifier?,two
Raw Text,4.4,"When training data is not representative of the test set, using dense lexicon features instead of sparse individual-word features may generalize better.",sparse
Raw Text,4.4,In what chapter will we discuss the use of lexicons?,Chapter 20
Raw Text,4.5,What does not require that our classifier use all the words in the training data as features?,naive Bayes
Raw Text,4.5,What can features in naive Bayes express?,any property of the input text
Raw Text,4.5,What is the task of deciding if a particular piece of email is an example of spam?,spam detection
Raw Text,4.5,What is a common solution to using all the words as features?,predefine likely sets of words or phrases as features
Raw Text,4.5,What feature does SpamAssassin predefine?,one hundred percent guaranteed
Raw Text,4.5,What is a non-linguistic feature of naive Bayes?,the path that the email took to arrive
Raw Text,4.5,What is a naive Bayes feature that pretends everything is a string of raw bytes?,byte n-grams
Raw Text,4.5,What can model statistics about the beginning or ending of words?,byte n-grams
Raw Text,4.5,What is a widely used naive Bayes system?,langid.py
Raw Text,4.5,Language ID systems are trained on what type of text?,multilingual
Raw Text,4.5,What are two countries with large Anglophone populations?,Nigeria or India
Raw Text,4.6,What can naive Bayes classifiers use?,"dictionaries, URLs, email addresses, network features, phrases"
Raw Text,4.6,What does naive Bayes have an important similarity to?,language modeling
Raw Text,4.6,A naive Bayes model can be viewed as a set of class-specific what?,unigram language models
Raw Text,4.6,What do the likelihood features from the naive Bayes model assign to each word P(word|c)?,probability
Raw Text,4.7.0,What type of detection tasks are used to evaluate text classification?,binary
Raw Text,4.7.0,What is the definition of a spam category?,positive
Raw Text,4.7.0,What is another name for spam detection?,negative
Raw Text,4.7.0,What do we need to know for each item?,whether our system called it spam or not
Raw Text,4.7.0,What do we need to know?,whether the email is actually spam or not
Raw Text,4.7.0,What do we refer to as the gold labels?,human-defined labels
Raw Text,4.7.0,What are the human labels for each document that we are trying to match?,gold labels
Raw Text,4.7.0,What is the name of the company that you're the CEO of?,Delicious Pie
Raw Text,4.7.0,What is the positive class?,tweets about Delicious Pie
Raw Text,4.7.0,What do we need in order to know how well our spam detector is doing?,metric
Raw Text,4.7.0,What is a table for visualizing how an algorithm performs with respect to the human gold labels?,confusion matrix
Raw Text,4.7.0,What is a table for visualizing how an algorithm performs with respect to the human gold labels?,confusion matrix
Raw Text,4.7.0,What is a table for visualizing how an algorithm performs with respect to the human gold labels?,confusion matrix
Raw Text,4.7.0,What are documents that are indeed spam that our system correctly said were spam?,true positives
Raw Text,4.7.0,What are documents that are indeed spam but our system incorrectly labeled as non-spam?,False negatives
Raw Text,4.7.0,To the bottom right of the table is the equation for what percentage of all the observations (for the spam or pie examples that means all emails or tweets,accuracy
Raw Text,4.7.0,What do we generally don't use accuracy for?,text classification tasks
Raw Text,4.7.0,What is a large majority of email?,spam
Raw Text,4.7.0,How many tweets are discussing their love or hatred for our pie?,100
Raw Text,4.7.0,What would a simple classifier classify every tweet as?,not about pie
Raw Text,4.7.0,What is the accuracy of a simple classifier?,99.99%
Raw Text,4.7.0,What is the level of accuracy in a classifier?,accuracy
Raw Text,4.7.0,How many false negatives would a classifier have?,"999,900"
Raw Text,4.7.0,What would a 'no pie' classifier be useless for?,it wouldn't find a single one of the customer comments
Raw Text,4.7.0,What is a common situation in the world where accuracy is not a good metric?,rare
Raw Text,4.7.0,What are the two other metrics shown in Fig. 4.4?,precision and recall
Raw Text,4.7.0,What are the two other metrics shown in Fig. 4.4?,precision and recall
Raw Text,4.7.0,"What measures the percentage of items that the system detected (i.e., the system labeled as positive) that are in fact positive?",Precision
Raw Text,4.7.0,What measures the percentage of items actually present in input that were correctly identified by the system?,Recall
Raw Text,4.7.0,What classifier has a terrible recall of 0?,nothing is pie
Raw Text,4.7.0,"What is the accuracy of the ""nothing is pie"" classifier?",99.99%
Raw Text,4.7.0,"What is a problem with the ""nothing is pie"" classifier?",relevant tweets
Raw Text,4.7.0,What do precision and recall emphasize?,true positives
